X,Y,OBJECTID,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
-8878072.47743419,5425184.64644828,1416,00018550,2636,Fernforest Dr at Softneedle Ave,,43.739288,-79.753082,,,0,,,1
-8877785.49578693,5424929.03647446,1417,00018560,2637,MacKay St N s/of Bovaird Dr E,,43.737629,-79.750504,,,0,,,0
-8877561.18701297,5424749.23550987,1418,00018570,2638,Mackay St N s/of Middleton Way,,43.736462,-79.748489,,,0,,,1
-8877423.59612235,5424637.53573269,1419,00018580,2639,Mackay St N at Mayberry Crt,,43.735737,-79.747253,,,0,,,1
-8877227.45117958,5424574.06004816,1420,00018590,2640,Mackay St N at Ashton Cres,,43.735325,-79.745491,,,0,,,1
-8877053.34749598,5424561.73472316,1421,00018600,2641,Mackay St N opp Morley Cres (S),,43.735245,-79.743927,,,0,,,1
-8876762.02438857,5424431.85761184,1422,00018610,2642,Mackay St S at Mangrove Rd,,43.734402,-79.741310,,,0,,,0
-8876333.11039054,5424263.1587557,1423,00018630,2644,Mackay St S at Maitland St,,43.733307,-79.737457,,,0,,,1
-8876097.89230649,5424072.1245059,1424,00018640,2645,Mackay St S n/of Mayfair Cres,,43.732067,-79.735344,,,0,,,0
-8876584.58112025,5423341.60904294,1425,00018660,2647,Williams Pky E opp Mansfield St (W),,43.727325,-79.739716,,,0,,,1
-8876316.96906438,5423583.77266981,1426,00018670,2648,Williams Pky E opp Mansfield St (E),,43.728897,-79.737312,,,0,,,1
-8876816.34830008,5422973.29219922,1427,00018680,2649,Dixie Rd s/of Williams Pky E,,43.724934,-79.741798,,,0,,,1
-8876561.64930514,5422710.50380588,1428,00018690,2650,Dixie Rd at Lascelles Blvd,,43.723228,-79.739510,,,0,,,1
-8876232.0322929,5422376.86883168,1429,00018700,2651,Dixie Rd opp Crescent Hill Dr (S),,43.721062,-79.736549,,,0,,,0
-8875989.13316399,5422121.18260201,1430,00018710,2652,Dixie Rd at Howden Blvd,,43.719402,-79.734367,,,0,,,1
-8875810.02010331,5421937.27773014,1431,00018720,2653,Dixie Rd at Hazelwood Dr,,43.718208,-79.732758,,,0,,,0
-8875505.11601802,5421614.14387557,1432,00018730,2654,Dixie Rd at Hillside Dr (n/of Queen St E),,43.716110,-79.730019,,,0,,,1
-8875104.25453168,5421188.75802486,1433,00018740,2655,Dixie Rd at Lisa St,,43.713348,-79.726418,,,0,,,1
-8885157.40642573,5423444.51240301,1434,00018870,2656,Hurontario St s/of Perth St,,43.727993,-79.816727,,,0,,,1
-8885532.77574868,5423814.69670464,1435,00018885,2658,Hurontario St s/of Roycrest St,,43.730396,-79.820099,,,0,,,1
-8885764.654248,5424703.32288603,1436,00018920,2662,Mayfield Rd opp Summer Valley Dr,,43.736164,-79.822182,,,0,,,1
-8885260.93355216,5425374.47109594,1437,00018930,2663,Mayfield Rd w/of Inder Heights Dr,,43.740520,-79.817657,,,0,,,0
-8884848.27219979,5425778.94004951,1438,00018940,2664,Kennedy Rd N s/of Mayfield Rd,,43.743145,-79.813950,,,0,,,0
-8884661.36677475,5425588.49074441,1439,00018950,2665,Kennedy Rd N s/of Kenpark Ave,,43.741909,-79.812271,,,0,,,0
-8884155.19705011,5425074.17399927,1440,00018960,2666,Kennedy Rd N at Carnforth Dr,,43.738571,-79.807724,,,0,,,1
-8883954.71064719,5424873.26236417,1441,00018970,2667,Kennedy Rd N opp Christie Dr,,43.737267,-79.805923,,,0,,,1
-8882570.45277918,5423424.48621007,1442,00019060,2668,Sandalwood Pkwy w/of Kennedy Rd,,43.727863,-79.793488,,,0,,,1
-8882212.89457475,5423101.30027605,1443,00019070,2669,Kennedy Rd N opp Piedmont Dr,,43.725765,-79.790276,,,0,,,1
-8881961.42384505,5422852.21760179,1444,00019080,2670,Kennedy Rd N opp Heart Lake Medical Bldg,,43.724148,-79.788017,,,0,,,1
-8881791.5503021,5422678.31043168,1445,00019090,2671,Kennedy Rd N at Ruth Ave,,43.723019,-79.786491,,,0,,,1
-8881487.53677274,5422371.01569418,1446,00019100,2672,Kennedy Rd N btwn Ruth Ave & Wexford Rd,,43.721024,-79.783760,,,0,,,1
-8881259.10917764,5422137.04726433,1447,00019110,2673,Kennedy Rd N at Wexford Rd,,43.719505,-79.781708,,,0,,,1
-8880776.65050454,5421638.32461604,1448,00019120,2674,Kennedy Rd N at Bovaird Dr E,,43.716267,-79.777374,,,0,,,1
-8880384.24929949,5421241.12162607,1449,00019130,2675,Kennedy Rd N btwn Bovaird Dr E & Centre St N,,43.713688,-79.773849,,,0,,,1
-8880089.58660736,5420930.33260282,1450,00019140,2676,Kennedy Rd N at Centre St N,,43.711670,-79.771202,,,0,,,1
-8879798.26349996,5420640.6521583,1451,00019150,2677,Kennedy Rd N btwn Centre St N & Williams Pky E,,43.709789,-79.768585,,,0,,,1
-8879613.13918677,5420437.37306418,1452,00019160,2678,Kennedy Rd N at Williams Pky E,,43.708469,-79.766922,,,0,,,1
-8879260.70167891,5420079.02756301,1453,00019170,2680,Kennedy Rd N at Linkdale Rd,,43.706142,-79.763756,,,0,,,1
-8878745.18111705,5419551.00533239,1454,00019180,2681,Kennedy Rd N at Vodden St E,,43.702713,-79.759125,,,0,,,1
-8878550.70596664,5419350.05992418,1455,00019190,2682,Kennedy Rd N opp Centennial Mall Private Entrance,,43.701408,-79.757378,,,0,,,1
-8878346.87997899,5419138.0326153,1456,00019200,2683,Kennedy Rd N at Edgemont Dr,,43.700031,-79.755547,,,0,,,1
-8878157.41420566,5418943.10112892,1457,00019210,2684,Kennedy Rd N at McCaul St,,43.698765,-79.753845,,,0,,,1
-8878006.24233717,5418786.82016903,1458,00019220,2685,Kennedy Rd N at Church St E,,43.697750,-79.752487,,,0,,,1
-8877634.32391842,5418392.66516308,1459,00019230,2686,Kennedy Rd S s/of Queen St E,,43.695190,-79.749146,,,0,,,1
-8877375.28346335,5418133.70216653,1460,00019240,2687,Kennedy Rd S s/of Eastern Ave,,43.693508,-79.746819,,,0,,,0
-8877202.84957211,5417956.95870308,1461,00019250,2689,Kennedy Rd S at Orenda Rd,,43.692360,-79.745270,,,0,,,1
-8876841.06122703,5417577.00250276,1462,00019260,2690,Kennedy Rd S at Clarence St,,43.689892,-79.742020,,,0,,,1
-8876552.29846792,5417285.11808302,1463,00019270,2691,Kennedy Rd S at Research Rd,,43.687996,-79.739426,,,0,,,1
-8876379.86457668,5417109.00663025,1464,00019280,2692,Kennedy Rd S at Dean St,,43.686852,-79.737877,,,0,,,1
-8876100.45265478,5416822.37087091,1465,00019290,2693,Kennedy Rd S at Tullamore Crt (Tullamore Nursing),,43.684990,-79.735367,,,0,,,0
-8875908.53785266,5416625.64105717,1466,00019300,2694,Kennedy Rd S s/of Tullamore Crt,,43.683712,-79.733643,,,0,,,1
-8875695.36102779,5416404.90226506,1467,00019310,2695,Kennedy Rd S at Chamney Crt,,43.682278,-79.731728,,,0,,,1
-8875526.26672127,5416224.03584869,1468,00019320,2696,Kennedy Rd S btwn Chamney Crt & Rambler Dr,,43.681103,-79.730209,,,0,,,1
-8875172.15942106,5415864.00677696,1469,00019330,2697,Kennedy Rd S s/of Rambler Dr,,43.678764,-79.727028,,,0,,,1
-8874953.86189962,5415638.05298889,1470,00019340,2698,Kennedy Rd S at 365 Kennedy Rd S,,43.677296,-79.725067,,,0,,,1
-8874809.48052005,5415485.9836606,1471,00019350,2699,Kennedy Rd n/of Steeles Ave,,43.676308,-79.723770,,,0,,,1
-8874603.09418412,5415272.19812063,1472,00019360,2700,Kennedy Rd S s/of Steeles Ave E,,43.674919,-79.721916,,,0,,,1
-8874185.31213518,5414932.21388692,1473,00019370,2701,Kennedy Rd S at Hartford Trail,,43.672710,-79.718163,,,0,,,1
-8873745.37750756,5414474.35539351,1474,00019372,2702,Kennedy Rd S at Brampton Golf Club (7700 Kennedy),,43.669735,-79.714211,,,0,,,0
-8873478.65600762,5414197.18889316,1475,00019375,2703,Kennedy Rd S opp CAA Centre,,43.667934,-79.711815,,,0,,,1
-8873391.15888786,5414162.10122298,1476,00019378,3875,Kennedy Rd at 7580 Kennedy Rd,,43.667706,-79.711029,,,0,,,1
-8872188.57442882,5412874.72211077,1477,00019390,6109,Kennedy Rd S opp Secretariat Court,,43.659340,-79.700226,,,0,,,1
-8871488.7087902,5412160.9395475,1478,00019400,6110,Kennedy Rd S at Gibraltar Dr,,43.654701,-79.693939,,,0,,,0
-8871199.94603108,5411853.37919341,1479,00019410,6111,Kennedy Rd S at Admiral Blvd,,43.652702,-79.691345,,,0,,,0
-8870457.66766647,5411092.75363058,1480,00019420,6112,Kennedy Rd S at Courtneypark Dr E,,43.647758,-79.684677,,,0,,,1
-8870491.62011116,5411039.37065217,1481,00019430,6113,Courtneypark Dr E w/of Kennedy Rd,,43.647411,-79.684982,,,0,,,1
-8870687.87637344,5410611.54875698,1482,00019440,6114,Courtneypark Dr E at Innovator Dr,,43.644630,-79.686745,,,0,,,1
-8870921.42466512,5410231.89456467,1483,00019450,6115,Courtneypark Dr btwn Innovator Dr and Edwards Bl,,43.642162,-79.688843,,,0,,,1
-8871245.03042485,5409828.25988729,1484,00019455,6116,Courtneypark Dr at Edwards Blvd,,43.639538,-79.691750,,,0,,,1
-8871497.28039099,5409522.00768477,1485,00019470,6118,Courtneypark Dr E at Hurontario St,,43.637547,-79.694016,,,0,,,1
-8871874.31950631,5409863.48492496,1486,00019490,6120,Hurontario St n/of Ambassador Dr,,43.639767,-79.697403,,,0,,,1
-8872169.87275437,5410165.59512833,1487,00019500,6121,Hurontario St n/of Superior Blvd,,43.641731,-79.700058,,,0,,,1
-8872516.4103292,5410520.01805767,1488,00019510,6122,Hurontario St n/of Admiral Blvd,,43.644035,-79.703171,,,0,,,1
-8872775.45078428,5410788.76707435,1489,00019520,6123,Hurontario St at Derry Rd,,43.645782,-79.705498,,,0,,,1
-8872535.11200366,5411193.82829898,1490,00019530,6124,Derry Rd at Edwards Blvd,,43.648415,-79.703339,,,0,,,1
-8872241.22854797,5411549.36761396,1491,00019540,6125,Derry Rd btwn Edwards Blvd and  Kenderry Gate,,43.650726,-79.700699,,,0,,,1
-8872090.05667946,5411757.22060319,1492,00019550,6126,Derry Rd at Kenderry Gate,,43.652077,-79.699341,,,0,,,1
-8871741.84931226,5412467.43308638,1493,00019560,6127,Kennedy Rd S n/of Derry Rd,,43.656693,-79.696213,,,0,,,1
-8872077.25493803,5412810.71176628,1494,00019565,6128,Kennedy Rd S at Secretariat Crt,,43.658924,-79.699226,,,0,,,1
-8871758.76987487,5412428.04378913,1495,00019567,6129,Kennedy Rd S n/of Derry Rd,,43.656437,-79.696365,,,0,,,1
-8873231.52673806,5414004.05446612,1496,00019570,2726,Kennedy Rd S at CAA Centre,,43.666679,-79.709595,,,0,,,1
-8873729.2361814,5414511.29103542,1497,00019575,2727,Kennedy Rd at 7725 Kennedy Rd,,43.669975,-79.714066,,,0,,,1
-8874747.47556369,5415474.13220881,1498,00019610,2729,Kennedy Rd S n/of Steeles Ave E,,43.676231,-79.723213,,,0,,,1
-8874972.56357406,5415706.08481482,1499,00019620,2730,Kennedy Rd S at 370 Kennedy Rd S,,43.677738,-79.725235,,,0,,,1
-8875171.26886514,5415904.0264165,1500,00019630,2731,Kennedy Rd opp Rambler Dr,,43.679024,-79.727020,,,0,,,1
-8875458.36183189,5416200.48499299,1501,00019640,2732,Kennedy Rd S n/of Rambler Dr,,43.680950,-79.729599,,,0,,,1
-8875634.13530785,5416381.96666806,1502,00019650,2733,Kennedy Rd S at Glidden Rd,,43.682129,-79.731178,,,0,,,1
-8875931.46966776,5416689.0621043,1503,00019660,2734,Kennedy Rd S opp Tullamore Rd,,43.684124,-79.733849,,,0,,,1
-8876147.09552143,5416910.42344418,1504,00019670,2735,Kennedy Rd S at Stafford Dr,,43.685562,-79.735786,,,0,,,1
-8876362.83269458,5417133.02163057,1505,00019680,2736,Kennedy Rd S opp Dean St (at 110 Kennedy Rd ),,43.687008,-79.737724,,,0,,,1
-8876495.30288863,5417270.95514968,1506,00019690,2737,Kennedy Rd S opp Research Rd (at 90 Kennedy Rd ),,43.687904,-79.738914,,,0,,,1
-8876738.20201754,5417522.35044574,1507,00019700,2738,Kennedy Rd S at Clarence St,,43.689537,-79.741096,,,0,,,1
-8877259.73383191,5418058.57038537,1508,00019710,2739,Kennedy Rd S n/of Orenda Rd,,43.693020,-79.745781,,,0,,,1
-8877396.4341666,5418200.05881775,1509,00019720,2740,Kennedy Rd S at Eastern Ave,,43.693939,-79.747009,,,0,,,0
-8877595.25077716,5418416.22161057,1510,00019730,2741,Kennedy Rd S at Queen St E,,43.695343,-79.748795,,,0,,,1
-8877945.12793672,5418768.03583766,1511,00019740,2742,Kennedy Rd N opp Church St,,43.697628,-79.751938,,,0,,,1
-8878333.18768162,5419175.14089223,1512,00019750,2743,Kennedy Rd N opp Edgemont Dr,,43.700272,-79.755424,,,0,,,1
-8878523.43269139,5419373.00289519,1513,00019760,2744,Kennedy Rd N at Centennial Mall,,43.701557,-79.757133,,,0,,,1
-8878769.78272451,5419623.83949906,1514,00019770,2745,Kennedy Rd N at Vodden St E,,43.703186,-79.759346,,,0,,,1
-8879163.85372193,5420028.51844336,1515,00019780,2746,Kennedy Rd N at Townsend Gate,,43.705814,-79.762886,,,0,,,1
-8879540.11360081,5420419.81735243,1516,00019790,2747,Kennedy Rd N at Williams Pky E,,43.708355,-79.766266,,,0,,,1
-8879782.12217379,5420661.28831664,1517,00019800,2748,Kennedy Rd N n/of Williams Pky E,,43.709923,-79.768440,,,0,,,1
-8880022.46095441,5420920.32222847,1518,00019810,2749,Kennedy Rd N at Rutherford Rd N,,43.711605,-79.770599,,,0,,,1
-8880316.34441011,5421209.39540869,1519,00019820,2750,Kennedy Rd N btwn Rutherford Rd N & Bovaird Dr E,,43.713482,-79.773239,,,0,,,1
-8880621.24849539,5421544.22030739,1520,00019830,2751,Kennedy Rd N at Bovaird Dr E,,43.715656,-79.775978,,,0,,,1
-8881163.93101301,5422084.83260474,1521,00019840,2752,Kennedy Rd N at Notre Dame Ave,,43.719166,-79.780853,,,0,,,1
-8881474.84635079,5422396.73872087,1522,00019850,2753,Kennedy Rd N btwn Notre Dame Ave & Cochrane Ave,,43.721191,-79.783646,,,0,,,1
-8881716.85492378,5422647.6575147,1523,00019860,2754,Kennedy Rd N at Cochrane Ave,,43.722820,-79.785820,,,0,,,1
-8881913.89042248,5422848.67473037,1524,00019870,2755,Kennedy Rd N at Heart Lake Medical,,43.724125,-79.787590,,,0,,,1
-8882162.6894844,5423096.67901494,1525,00019880,2756,Kennedy Rd N at Piedmont Dr,,43.725735,-79.789825,,,0,,,1
-8882362.2853314,5423301.71119259,1526,00019890,2757,Kennedy Rd N n/of Piedmont Dr,,43.727066,-79.791618,,,0,,,1
-8882492.30649665,5423445.12859426,1527,00019900,2758,Kennedy Rd N at Sandalwood Pky E,,43.727997,-79.792786,,,0,,,1
-8883096.10341471,5423433.4209677,1528,00019928,3729,Heart Lake Terminal Route 7 NB - Arrival,,43.727921,-79.798210,,,0,place_HTLK,,1
-8883098.663763,5423436.34787295,1529,00019930,3544,Heart Lake Terminal Route 7 / 7A SB - Departure,,43.727940,-79.798233,,,0,place_HTLK,,1
-8870766.02265597,5411407.98102082,1530,00019940,6130,Kennedy Rd S at Ambassador Dr,,43.649807,-79.687447,,,0,,,1
-8873712.2042993,5422515.49685762,1531,00020200,2785,Bramalea Rd n/of Fleetwood Cres,,43.721962,-79.713913,,,0,,,1
-8872069.68521265,5425352.74583687,1532,00020270,2788,Queen St btwn Gateway Blvd & Airport Rd,,43.740379,-79.699158,,,0,,,1
-8871274.7527289,5426296.8402854,1533,00020300,2791,Queen St E e/of Delta Park Blvd,,43.746506,-79.692017,,,0,,,1
-8870834.81810128,5426809.37595966,1534,00020310,2792,Queen St w/of Auction Lane,,43.749832,-79.688065,,,0,,,1
-8873739.36625506,5426571.2883476,1535,00020355,2796,Chrysler Dr s/of Williams Pky E,,43.748287,-79.714157,,,0,,,1
-8863927.44369756,5430193.19596446,1536,00020370,7018,Hwy 7 w/of Roybridge Gate,,43.771786,-79.626015,,,0,,,1
-8863025.42186367,5430520.17631269,1537,00020390,7019,Hwy 7 e/of Hwy 27,,43.773907,-79.617912,,,0,,,1
-8861995.27129586,5430830.67192276,1538,00020400,7021,Hwy 7 e/of Martin Grove Rd,,43.775921,-79.608658,,,0,,,1
-8860753.61369555,5431225.82123022,1539,00020420,7023,Hwy 7 at Kipling Ave,,43.778484,-79.597504,,,0,,,1
-8859868.62374375,5431531.71511849,1540,00020430,7024,Hwy 7 at Islington Ave,,43.780468,-79.589554,,,0,,,1
-8858678.72970665,5431897.59850888,1541,00020450,7026,Hwy 7 at (EB) Helen Station,,43.782841,-79.578865,,,0,,,1
-8857936.45134205,5432106.98963769,1542,00020460,7027,Hwy 7 at (EB) Pine Valley Station,,43.784199,-79.572197,,,0,,,1
-8856052.70291884,5432646.37102112,1543,00020480,7029,Hwy 7 at (EB) Ansley Grove Station,,43.787697,-79.555275,,,0,,,1
-8855064.96507703,5432939.35870081,1544,00020500,7031,Hwy 7 at (EB) Weston Station,,43.789597,-79.546402,,,0,,,1
-8853729.01986802,5433322.87822795,1545,00020510,7032,Hwy 7 at (WB) Commerce Station,,43.792084,-79.534401,,,0,,,1
-8853535.32395404,5433368.67957598,1546,00020930,7071,Hwy 7 at (EB) Commerce Station,,43.792381,-79.532661,,,0,,,1
-8855292.61343571,5432880.45200877,1547,00020940,7072,Hwy 7 at (WB) Weston Station,,43.789215,-79.548447,,,0,,,1
-8856242.05737268,5432617.5353687,1548,00020960,7074,Hwy 7 at (WB) Ansley Grove Station,,43.787510,-79.556976,,,0,,,1
-8858130.03593653,5432074.60925533,1549,00020980,7076,Hwy 7 at (WB) Pine Valley Station,,43.783989,-79.573936,,,0,,,1
-8858852.83339026,5431864.60210797,1550,00020985,7077,Hwy 7 at (WB) Helen Station,,43.782627,-79.580429,,,0,,,1
-8859944.20967799,5431544.04976237,1551,00021010,7079,Hwy 7 at Islington Ave,,43.780548,-79.590233,,,0,,,1
-8860702.62936877,5431290.57614592,1552,00021020,7080,Hwy 7 w/of Kipling Ave,,43.778904,-79.597046,,,0,,,1
-8862058.94604459,5430848.24745869,1553,00021040,7082,Hwy 7 at Martin Grove Rd,,43.776035,-79.609230,,,0,,,1
-8863293.81315597,5430466.06419545,1554,00021060,7084,Hwy 7 e/of Hwy 27,,43.773556,-79.620323,,,0,,,1
-8863805.10357718,5430293.70919817,1555,00021070,7085,Hwy 7 e/of Vaughan Valley Blvd,,43.772438,-79.624916,,,0,,,1
-8867903.88722819,5429177.64211923,1556,00021100,2881,Queen St E w/of Palleschi Dr,,43.765198,-79.661736,,,0,,,1
-8870760.01140347,5426981.04941689,1557,00021135,2885,Queen St e/of Sun Pac Blvd,,43.750946,-79.687393,,,0,,,1
-8871433.49432277,5426191.59370005,1558,00021137,2886,Queen St E at Maritime Ontario,,43.745823,-79.693443,,,0,,,1
-8872131.69016902,5425365.68853823,1559,00021160,2888,Queen St E at Canadian Tire,,43.740463,-79.699715,,,0,,,1
-8873060.76263919,5424505.8087678,1560,00021200,2890,Torbram Rd n/of Queen St E,,43.734882,-79.708061,,,0,,,1
-8873946.64314692,5422714.66276671,1561,00021210,2891,Bramalea Rd at Kensington Rd,,43.723255,-79.716019,,,0,,,1
-8876036.77790605,5414185.49298829,1562,00022620,2895,Bartley Bull Pkwy e/of Main St S,,43.667858,-79.734795,,,0,,,1
-8875755.58487231,5414574.08196564,1563,00022640,2897,Bartley Bull Pky at Golf View Dr,,43.670383,-79.732269,,,0,,,0
-8875416.72834234,5414840.64037256,1564,00022650,2898,Bartley Bull Pky at Caldwell Cres (W),,43.672115,-79.729225,,,0,,,0
-8875144.99746531,5415128.90763085,1565,00022660,2899,Bartley Bull Pky at Orchard Dr,,43.673988,-79.726784,,,0,,,1
-8875082.10195301,5415347.30723531,1566,00022670,2900,Bartley Bull Pky opp Kilmanagh Crt,,43.675407,-79.726219,,,0,,,1
-8875357.28373425,5415681.45785164,1567,00022680,2901,Bartley Bull Pky at Rambler Dr,,43.677578,-79.728691,,,0,,,1
-8875667.30851611,5415951.5884444,1568,00022690,2902,Bartley Bull Pky s/of Robert Cres,,43.679333,-79.731476,,,0,,,1
-8875942.49029735,5416293.30341941,1569,00022700,2903,Bartley Bull Pky btwn Roberts Cres & Tullamore Rd,,43.681553,-79.733948,,,0,,,1
-8876123.38446989,5416410.13589921,1570,00022710,2904,Bartley Bull Pky at Tullamore Rd,,43.682312,-79.735573,,,0,,,0
-8876377.30422839,5416182.32162897,1571,00022720,2905,Harper Rd n/of Bartley Bull Pkwy,,43.680832,-79.737854,,,0,,,0
-8876644.80496477,5416394.28107548,1572,00022730,2906,Harper Rd at Jersey Ave,,43.682209,-79.740257,,,0,,,0
-8876880.91360474,5416582.23175658,1573,00022740,2907,Harper Rd s/of Cornwall Rd,,43.683430,-79.742378,,,0,,,0
-8877051.67770361,5416581.00029004,1574,00022750,2908,Marsden Cres at Eldomar Ave,,43.683422,-79.743912,,,0,,,0
-8877021.95539957,5416730.16286987,1575,00022760,2909,Sterne Ave n/of Eldomar Ave,,43.684391,-79.743645,,,0,,,1
-8877243.59250574,5416958.60641399,1576,00022770,2910,Sterne Ave at Clarence St,,43.685875,-79.745636,,,0,,,1
-8877395.65493016,5417090.07177018,1577,00022780,2911,Centre St S n/of Hardwick Dr,,43.686729,-79.747002,,,0,,,1
-8877668.27636312,5417280.96156772,1578,00022790,2912,Centre St S opp Haslemere Ave,,43.687969,-79.749451,,,0,,,0
-8878133.70315413,5417623.34154256,1579,00022800,2913,Centre St S at John St,,43.690193,-79.753632,,,0,,,1
-8878371.48158646,5417813.01073402,1580,00022810,2914,Centre St s/of Wilson Ave,,43.691425,-79.755768,,,0,,,1
-8878650.00295242,5418037.94004425,1581,00022820,2915,Centre St N n/of Church St,,43.692886,-79.758270,,,0,,,0
-8878854.71949599,5418199.44297656,1582,00022830,2916,Centre St N at Woodward Ave,,43.693935,-79.760109,,,0,,,0
-8879146.0426034,5418620.07207189,1583,00022840,2917,Centre St N n/of Beech St,,43.696667,-79.762726,,,0,,,1
-8879344.74789447,5418831.47160191,1584,00022850,2918,Centre St N n/of Vodden St E,,43.698040,-79.764511,,,0,,,1
-8879573.17548957,5419017.62421277,1585,00022860,2919,Centre St N n/of Tolton (Sr. John A. McDonald PS),,43.699249,-79.766563,,,0,,,1
-8880036.93248822,5419472.93636687,1586,00022875,2921,Centre St N opp Prouse Dr,,43.702206,-79.770729,,,0,,,1
-8880279.83161713,5419722.54380056,1587,00022880,2922,Centre St N n/of Williams Pky E,,43.703827,-79.772911,,,0,,,1
-8880135.45023757,5420064.39836883,1588,00022890,2923,Centre St N at Claypine Trail,,43.706047,-79.771614,,,0,,,1
-8880159.2726086,5420405.64960939,1589,00022900,2924,Centre St N at Blackthorn Lane (N),,43.708263,-79.771828,,,0,,,1
-8880246.76972836,5420623.7120628,1590,00022910,2925,Centre St N opp Foster Cres,,43.709679,-79.772614,,,0,,,1
-8880064.9849999,5420885.67101647,1591,00022920,2926,Centre St N at Kennedy Rd N,,43.711380,-79.770981,,,0,,,1
-8879965.57669462,5421017.19230688,1592,00022930,2927,Rutherford Rd N e/of Kennedy Rd N,,43.712234,-79.770088,,,0,,,1
-8879793.14280338,5421211.08952433,1593,00022940,2928,Rutherford Rd at Weybridge Trail (W),,43.713493,-79.768539,,,0,,,1
-8879557.03416341,5421226.9526223,1594,00022950,2929,Rutherford Rd N opp Wikander Way,,43.713596,-79.766418,,,0,,,1
-8879252.24139762,5421266.99551515,1595,00022960,2930,Rutherford Rd at Weybridge Trail (E),,43.713856,-79.763680,,,0,,,1
-8878852.1591477,5421091.88614579,1596,00022970,2932,Rutherford Rd N s/of Williams Pky E,,43.712719,-79.760086,,,0,,,1
-8878570.18687752,5420588.44596372,1597,00022980,2933,Rutherford Rd N at Bruce Beer Dr (S),,43.709450,-79.757553,,,0,,,1
-8878473.33892053,5420360.9905617,1598,00022990,2934,Rutherford Rd N opp Century Gardens Park,,43.707973,-79.756683,,,0,,,1
-8878259.38285923,5420212.3852863,1599,00023000,2935,Rutherford Rd N at Vodden St E,,43.707008,-79.754761,,,0,,,1
-8877751.43202274,5420043.30157173,1600,00023010,2936,Rutherford Rd N at Reigate Ave,,43.705910,-79.750198,,,0,,,1
-8877484.82184229,5419821.24915747,1601,00023020,2937,Rutherford Rd N at Madoc Dr,,43.704468,-79.747803,,,0,,,1
-8877133.16357087,5419573.9488028,1602,00023030,2938,Rutherford Rd N n/of Queen St E (at Archdekin Dr),,43.702862,-79.744644,,,0,,,1
-8876692.44970683,5419621.52973865,1603,00023040,2939,Queen St E w/of Hwy 410 Ramp ( at Burger King ),,43.703171,-79.740685,,,0,,,1
-8875399.80777973,5421233.42107785,1604,00023058,3584,Queen St w/of Dixie Rd,,43.713638,-79.729073,,,0,,,0
-8874769.62814235,5421803.43302121,1605,00023070,2942,Peel Centre Dr e/of BCC Entrance (opp ROP Bldg),,43.717339,-79.723412,,,0,,,1
-8874342.38393669,5421851.48751499,1606,00023140,2949,Team Canada Dr btwn Knightsbridge & Peel Cente Dr,,43.717651,-79.719574,,,0,,,1
-8874648.1785779,5421989.64557841,1607,00023150,2950,Peel Centre Dr at Region of Peel Bldg.,,43.718548,-79.722321,,,0,,,1
-8876668.62733579,5419727.77931561,1608,00023180,2954,Queen St E w/of Hwy 410 (Petro Canada),,43.703861,-79.740471,,,0,,,1
-8876939.57897638,5419480.48146489,1609,00023190,2956,Rutherford Rd N n/of Queen St E,,43.702255,-79.742905,,,0,,,1
-8877117.91280063,5419594.42859302,1610,00023200,2957,Rutherford Rd N n/of Archdekin Dr (S),,43.702995,-79.744507,,,0,,,1
-8877427.04702657,5419810.00808852,1611,00023210,2958,Rutherford Rd N at Madoc Dr,,43.704395,-79.747284,,,0,,,1
-8877771.02425312,5420091.50089425,1612,00023220,2959,Rutherford Rd N at Herkley Dr,,43.706223,-79.750374,,,0,,,1
-8878179.56678433,5420204.22361509,1613,00023230,2960,Rutherford Rd N at Vodden St E,,43.706955,-79.754044,,,0,,,0
-8878355.34026029,5420294.61837621,1614,00023235,2961,Rutherford Rd N at Gordon Dr,,43.707542,-79.755623,,,0,,,1
-8878557.49645558,5420622.48005707,1615,00023250,2963,Rutherford Rd N at Archdekin Dr (N),,43.709671,-79.757439,,,0,,,1
-8878842.02907404,5421124.22799553,1616,00023260,2964,Rutherford Rd N s/of Williams Pky E,,43.712929,-79.759995,,,0,,,1
-8879116.32029936,5421337.53303357,1617,00023265,2965,Rutherford Rd N btwn Williams Pky & Wikander Way,,43.714314,-79.762459,,,0,,,1
-8879364.34012485,5421239.88953792,1618,00023270,2966,Rutherford Rd N w/of Thorson Gate,,43.713680,-79.764687,,,0,,,1
-8879692.95526167,5421268.07359544,1619,00023290,2968,Rutherford Rd e/of Winterfold Dr,,43.713863,-79.767639,,,0,,,1
-8880033.59290349,5420969.75818279,1620,00023300,2969,Rutherford Rd N at Kennedy Rd N,,43.711926,-79.770699,,,0,,,1
-8880270.4807799,5420618.32203893,1621,00023310,2970,Centre St N at Foster Cres,,43.709644,-79.772827,,,0,,,1
-8880170.29323819,5420382.24208159,1622,00023320,2971,Centre St N s/of Dawson Cres,,43.708111,-79.771927,,,0,,,1
-8880154.15191202,5420077.94962159,1623,00023330,2972,Centre St N opp Claypine Trail,,43.706135,-79.771782,,,0,,,0
-8880254.33945374,5419662.64356034,1624,00023340,2973,Centre St N at Williams Pky E,,43.703438,-79.772682,,,0,,,1
