X,Y,OBJECTID,stop_id,stop_code,stop_name,stop_desc,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,stop_lat,stop_lon,CLEANED_STOP_NAME_,CLEANED_STOP_LAT_,CLEANED_STOP_LON_
-8874551.108,5413046.2905,1372,00018000,2594.0,County Court Blvd opp Havelock Dr (W),,,,0,,,1,43.660455,-79.721449,County Court Blvd opp Havelock Dr (W),43.660455,-79.721449
-8874745.4718,5412813.7892,1373,00018010,2595.0,County Court Blvd (S) e/of Hurontario St,,,,0,,,1,43.658944,-79.723195,County Court Blvd (S) e/of Hurontario St,43.658944,-79.723195
-8875020.3196,5412470.0488,1374,00018020,2596.0,Ray Lawson Blvd e/of Malta Ave,,,,0,,,1,43.65671,-79.725664,Ray Lawson Blvd e/of Malta Ave,43.65671,-79.725664
-8874983.2502,5412466.5099,1375,00018021,3625.0,Ray Lawson Blvd e/of Cherrytree Dr (E),,,,0,,,1,43.656687,-79.725331,Ray Lawson Blvd e/of Cherrytree Dr (E),43.656687,-79.725331
-8875291.16,5412120.013,1376,00018030,2597.0,Ray Lawson Blvd opp Cherrytree Dr (W),,,,0,,,1,43.654435,-79.728097,Ray Lawson Blvd opp Cherrytree Dr (W),43.654435,-79.728097
-8875252.5321,5412125.2442,1377,00018031,4098.0,Ray Lawson Blvd at Cherrytree Dr (W),,,,0,,,1,43.654469,-79.72775,Ray Lawson Blvd at Cherrytree Dr (W),43.654469,-79.72775
-8875771.7262,5411942.923,1378,00018040,2598.0,Ray Lawson Blvd at Timberlane Dr,,,,0,,,1,43.653284,-79.732414,Ray Lawson Blvd at Timberlane Dr,43.653284,-79.732414
-8876347.4706,5411421.2119,1379,00018045,4094.0,Ray Lawson Blvd at Windmill Blvd - 206 School Only,,,,0,,,0,43.649893,-79.737586,Ray Lawson Blvd at Windmill Blvd - 206 School Only,43.649893,-79.737586
-8876188.2837,5411664.14,1380,00018050,2599.0,Ray Lawson Blvd at McLaughlin Rd S,,,,0,,,1,43.651472,-79.736156,Ray Lawson Blvd at McLaughlin Rd S,43.651472,-79.736156
-8876399.0115,5411823.0699,1381,00018053,2600.0,McLaughlin Rd btwn Ray Lawson Blvd & Kingknoll Dr,,,,0,,,1,43.652505,-79.738049,McLaughlin Rd btwn Ray Lawson Blvd & Kingknoll Dr,43.652505,-79.738049
-8876599.8319,5412039.6989,1382,00018055,2601.0,McLaughlin Rd S s/of Kingknoll Dr,,,,0,,,1,43.653913,-79.739853,McLaughlin Rd S s/of Kingknoll Dr,43.653913,-79.739853
-8876169.916,5411530.2903,1383,00018060,2602.0,McLaughlin Rd S s/of Ray Lawson Blvd,,,,0,,,1,43.650602,-79.735991,McLaughlin Rd S s/of Ray Lawson Blvd,43.650602,-79.735991
-8875781.2997,5411128.9065,1384,00018070,2603.0,McLaughlin Rd S at Oaklea Blvd,,,,0,,,1,43.647993,-79.7325,McLaughlin Rd S at Oaklea Blvd,43.647993,-79.7325
-8875933.9187,5410903.9916,1385,00018080,2604.0,Oaklea Blvd at Pauline Vanier E.S.(56 Oaklea Blvd),,,,0,,,1,43.646531,-79.733871,Oaklea Blvd at Pauline Vanier E.S.(56 Oaklea Blvd),43.646531,-79.733871
-8876352.0347,5410835.6874,1386,00018100,2606.0,Oaklea Blvd opp Rodwell Crt,,,,0,,,1,43.646087,-79.737627,Oaklea Blvd opp Rodwell Crt,43.646087,-79.737627
-8876571.7794,5410845.9945,1387,00018110,2607.0,Ray Lawson Blvd at Stalbridge Ave,,,,0,,,1,43.646154,-79.739601,Ray Lawson Blvd at Stalbridge Ave,43.646154,-79.739601
-8876887.5928,5410775.0756,1388,00018120,2608.0,Ray Lawson Blvd at Hickory Wood Jr. E.S.,,,,0,,,1,43.645693,-79.742438,Ray Lawson Blvd at Hickory Wood Jr. E.S.,43.645693,-79.742438
-8877140.9559,5410574.0134,1389,00018130,2609.0,Ray Lawson Blvd at Kingknoll Dr,,,,0,,,1,43.644386,-79.744714,Ray Lawson Blvd at Kingknoll Dr,43.644386,-79.744714
-8877240.1416,5410598.4729,1390,00018135,2610.0,Kingknoll Dr n/of Ray Lawson Blvd,,,,0,,,1,43.644545,-79.745605,Kingknoll Dr n/of Ray Lawson Blvd,43.644545,-79.745605
-8877411.9076,5410940.7591,1391,00018150,2612.0,Kingknoll Dr opp Pennsylvania Ave,,,,0,,,1,43.64677,-79.747148,Kingknoll Dr opp Pennsylvania Ave,43.64677,-79.747148
-8877145.2974,5411350.2885,1392,00018170,2614.0,Kingknoll Dr / Tulip Ave,,,,0,,,1,43.649432,-79.744753,Kingknoll Dr / Tulip Ave,43.649432,-79.744753
-8877089.0811,5411460.9046,1393,00018171,4095.0,Kingknoll Dr e/of Ortona Dr,,,,0,,,1,43.650151,-79.744248,Kingknoll Dr e/of Ortona Dr,43.650151,-79.744248
-8877391.2022,5411046.755,1394,00018175,4099.0,Kingknoll Dr btwn Creditstone Rd & Pennsylvania Av,,,,0,,,1,43.647459,-79.746962,Kingknoll Dr btwn Creditstone Rd & Pennsylvania Av,43.647459,-79.746962
-8876962.9561,5411669.371,1395,00018180,2615.0,Kingknoll Dr w/of Windmill Blvd,,,,0,,,1,43.651506,-79.743115,Kingknoll Dr w/of Windmill Blvd,43.651506,-79.743115
-8876751.6717,5411941.5383,1396,00018190,2616.0,Kingknoll Dr at 45 Kingknoll Dr (w/of McLaughlin),,,,0,,,1,43.653275,-79.741217,Kingknoll Dr at 45 Kingknoll Dr (w/of McLaughlin),43.653275,-79.741217
-8874864.2497,5422548.6139,1398,00018290,2623.0,Central Park Dr n/of Hanover Rd,,,,0,,,1,43.722177,-79.724262,Central Park Dr n/of Hanover Rd,43.722177,-79.724262
-8875172.2707,5422958.1963,1399,00018300,2624.0,Central Park Dr n/of Howden Blvd,,,,0,,,1,43.724836,-79.727029,Central Park Dr n/of Howden Blvd,43.724836,-79.727029
-8875253.2,5423195.1124,1400,00018310,2625.0,Central Park Dr e/of Hilldale Cres (W),,,,0,,,1,43.726374,-79.727756,Central Park Dr e/of Hilldale Cres (W),43.726374,-79.727756
-8876493.7444,5425385.4108,1401,00018370,2626.0,Bramalea Rd n/of Trillium Crt,,,,0,,,0,43.740591,-79.7389,Bramalea Rd n/of Trillium Crt,43.740591,-79.7389
-8876633.673,5425531.0177,1402,00018380,2627.0,Bramalea Rd at Professor's Lake Pky,,,,0,,,0,43.741536,-79.740157,Bramalea Rd at Professor's Lake Pky,43.741536,-79.740157
-8876535.4892,5426803.52,1403,00018425,2632.0,Bovaird Dr e/of Sunny Meadow Blvd,,,,0,,,1,43.749794,-79.739275,Bovaird Dr e/of Sunny Meadow Blvd,43.749794,-79.739275
-8876719.5003,5426892.2843,1404,00018430,2633.0,Sunny Meadow Blvd s/of Thunderbird Trail,,,,0,,,0,43.75037,-79.740928,Sunny Meadow Blvd s/of Thunderbird Trail,43.75037,-79.740928
-8876811.2276,5427094.3187,1405,00018440,2634.0,Sunny Meadow Blvd at Peter Robertson Blvd,,,,0,,,1,43.751681,-79.741752,Sunny Meadow Blvd at Peter Robertson Blvd,43.751681,-79.741752
-8878206.6174,5425524.5463,1406,00018540,2635.0,Fernforest Dr opp Kimberly Cres (S),,,,0,,,1,43.741494,-79.754287,Fernforest Dr opp Kimberly Cres (S),43.741494,-79.754287
-8878072.3661,5425184.8005,1407,00018550,2636.0,Fernforest Dr at Softneedle Ave,,,,0,,,1,43.739289,-79.753081,Fernforest Dr at Softneedle Ave,43.739289,-79.753081
-8877785.3845,5424929.1905,1408,00018560,2637.0,MacKay St N s/of Bovaird Dr E,,,,0,,,0,43.73763,-79.750503,MacKay St N s/of Bovaird Dr E,43.73763,-79.750503
-8877561.6323,5424749.2355,1409,00018570,2638.0,Mackay St N s/of Middleton Way,,,,0,,,1,43.736462,-79.748493,Mackay St N s/of Middleton Way,43.736462,-79.748493
-8877423.2622,5424637.3817,1410,00018580,2639.0,Mackay St N at Mayberry Crt,,,,0,,,1,43.735736,-79.74725,Mackay St N at Mayberry Crt,43.735736,-79.74725
-8877227.3399,5424574.06,1411,00018590,2640.0,Mackay St N at Ashton Cres,,,,0,,,1,43.735325,-79.74549,Mackay St N at Ashton Cres,43.735325,-79.74549
-8877053.5701,5424561.8888,1412,00018600,2641.0,Mackay St N opp Morley Cres (S),,,,0,,,1,43.735246,-79.743929,Mackay St N opp Morley Cres (S),43.735246,-79.743929
-8876761.8017,5424432.0117,1413,00018610,2642.0,Mackay St S at Mangrove Rd,,,,0,,,0,43.734403,-79.741308,Mackay St S at Mangrove Rd,43.734403,-79.741308
-8876332.9991,5424263.1588,1414,00018630,2644.0,Mackay St S at Maitland St,,,,0,,,1,43.733307,-79.737456,Mackay St S at Maitland St,43.733307,-79.737456
-8876097.781,5424072.1245,1415,00018640,2645.0,Mackay St S n/of Mayfair Cres,,,,0,,,0,43.732067,-79.735343,Mackay St S n/of Mayfair Cres,43.732067,-79.735343
-8876584.4698,5423341.9171,1416,00018660,2647.0,Williams Pky E opp Mansfield St (W),,,,0,,,1,43.727327,-79.739715,Williams Pky E opp Mansfield St (W),43.727327,-79.739715
-8876317.4143,5423583.9267,1417,00018670,2648.0,Williams Pky E opp Mansfield St (E),,,,0,,,1,43.728898,-79.737316,Williams Pky E opp Mansfield St (E),43.728898,-79.737316
-8876816.1257,5422973.1382,1418,00018680,2649.0,Dixie Rd s/of Williams Pky E,,,,0,,,1,43.724933,-79.741796,Dixie Rd s/of Williams Pky E,43.724933,-79.741796
-8876561.4267,5422710.5038,1419,00018690,2650.0,Dixie Rd at Lascelles Blvd,,,,0,,,1,43.723228,-79.739508,Dixie Rd at Lascelles Blvd,43.723228,-79.739508
-8876231.8097,5422376.7148,1420,00018700,2651.0,Dixie Rd opp Crescent Hill Dr (S),,,,0,,,0,43.721061,-79.736547,Dixie Rd opp Crescent Hill Dr (S),43.721061,-79.736547
-8875989.4671,5422121.1826,1421,00018710,2652.0,Dixie Rd at Howden Blvd,,,,0,,,1,43.719402,-79.73437,Dixie Rd at Howden Blvd,43.719402,-79.73437
-8875810.0201,5421937.2777,1422,00018720,2653.0,Dixie Rd at Hazelwood Dr,,,,0,,,0,43.718208,-79.732758,Dixie Rd at Hazelwood Dr,43.718208,-79.732758
-8875505.45,5421613.9899,1423,00018730,2654.0,Dixie Rd at Hillside Dr (n/of Queen St E),,,,0,,,1,43.716109,-79.730022,Dixie Rd at Hillside Dr (n/of Queen St E),43.716109,-79.730022
-8875103.9206,5421188.604,1424,00018740,2655.0,Dixie Rd at Lisa St,,,,0,,,1,43.713347,-79.726415,Dixie Rd at Lisa St,43.713347,-79.726415
-8885157.2951,5423444.3584,1425,00018870,2656.0,Hurontario St s/of Perth St,,,,0,,,1,43.727992,-79.816726,Hurontario St s/of Perth St,43.727992,-79.816726
-8885532.7757,5423814.8508,1426,00018885,2658.0,Hurontario St s/of Roycrest St,,,,0,,,1,43.730397,-79.820099,Hurontario St s/of Roycrest St,43.730397,-79.820099
-8885764.7656,5424703.3229,1427,00018920,2662.0,Mayfield Rd opp Summer Valley Dr,,,,0,,,1,43.736164,-79.822183,Mayfield Rd opp Summer Valley Dr,43.736164,-79.822183
-8885260.5996,5425374.6252,1428,00018930,2663.0,Mayfield Rd w/of Inder Heights Dr,,,,0,,,1,43.740521,-79.817654,Mayfield Rd w/of Inder Heights Dr,43.740521,-79.817654
-8884928.3109,5425810.2197,1429,00018940,2664.0,Mayfield Rd w/of Kennedy Rd,,,,0,,,0,43.743348,-79.814669,Mayfield Rd w/of Kennedy Rd,43.743348,-79.814669
-8884661.7007,5425588.7989,1430,00018950,2665.0,Kennedy Rd N s/of Kenpark Ave,,,,0,,,0,43.741911,-79.812274,Kennedy Rd N s/of Kenpark Ave,43.741911,-79.812274
-8884154.7518,5425074.3281,1431,00018960,2666.0,Kennedy Rd N at Carnforth Dr,,,,0,,,1,43.738572,-79.80772,Kennedy Rd N at Carnforth Dr,43.738572,-79.80772
-8883954.7106,5424873.4164,1432,00018970,2667.0,Kennedy Rd N opp Christie Dr,,,,0,,,1,43.737268,-79.805923,Kennedy Rd N opp Christie Dr,43.737268,-79.805923
-8882570.4528,5423424.6403,1433,00019060,2668.0,Sandalwood Pkwy w/of Kennedy Rd,,,,0,,,1,43.727864,-79.793488,Sandalwood Pkwy w/of Kennedy Rd,43.727864,-79.793488
-8882212.4493,5423101.1462,1434,00019070,2669.0,Kennedy Rd N opp Piedmont Dr,,,,0,,,1,43.725764,-79.790272,Kennedy Rd N opp Piedmont Dr,43.725764,-79.790272
-8881961.7578,5422851.9095,1435,00019080,2670.0,Kennedy Rd N opp Heart Lake Medical Bldg,,,,0,,,1,43.724146,-79.78802,Kennedy Rd N opp Heart Lake Medical Bldg,43.724146,-79.78802
-8881791.8843,5422678.4645,1436,00019090,2671.0,Kennedy Rd N at Ruth Ave,,,,0,,,1,43.72302,-79.786494,Kennedy Rd N at Ruth Ave,43.72302,-79.786494
-8881487.8707,5422371.0157,1437,00019100,2672.0,Kennedy Rd N btwn Ruth Ave & Wexford Rd,,,,0,,,1,43.721024,-79.783763,Kennedy Rd N btwn Ruth Ave & Wexford Rd,43.721024,-79.783763
-8881259.4431,5422137.3553,1438,00019110,2673.0,Kennedy Rd N at Wexford Rd,,,,0,,,1,43.719507,-79.781711,Kennedy Rd N at Wexford Rd,43.719507,-79.781711
-8880777.0958,5421638.1706,1439,00019120,2674.0,Kennedy Rd N at Bovaird Dr E,,,,0,,,1,43.716266,-79.777378,Kennedy Rd N at Bovaird Dr E,43.716266,-79.777378
-8880384.5833,5421241.2756,1440,00019130,2675.0,Kennedy Rd N btwn Bovaird Dr E & Centre St N,,,,0,,,1,43.713689,-79.773852,Kennedy Rd N btwn Bovaird Dr E & Centre St N,43.713689,-79.773852
-8880089.5866,5420930.1786,1441,00019140,2676.0,Kennedy Rd N at Centre St N,,,,0,,,1,43.711669,-79.771202,Kennedy Rd N at Centre St N,43.711669,-79.771202
-8879798.5975,5420640.6522,1442,00019150,2677.0,Kennedy Rd N btwn Centre St N & Williams Pky E,,,,0,,,1,43.709789,-79.768588,Kennedy Rd N btwn Centre St N & Williams Pky E,43.709789,-79.768588
-8879613.1392,5420437.6811,1443,00019160,2678.0,Kennedy Rd N at Williams Pky E,,,,0,,,1,43.708471,-79.766922,Kennedy Rd N at Williams Pky E,43.708471,-79.766922
-8879260.5904,5420079.0276,1444,00019170,2680.0,Kennedy Rd N at Linkdale Rd,,,,0,,,1,43.706142,-79.763755,Kennedy Rd N at Linkdale Rd,43.706142,-79.763755
-8878745.1811,5419551.1593,1445,00019180,2681.0,Kennedy Rd N at Vodden St E,,,,0,,,1,43.702714,-79.759125,Kennedy Rd N at Vodden St E,43.702714,-79.759125
-8878550.372,5419350.0599,1446,00019190,2682.0,Kennedy Rd N opp Centennial Mall Private Entrance,,,,0,,,1,43.701408,-79.757375,Kennedy Rd N opp Centennial Mall Private Entrance,43.701408,-79.757375
-8878346.88,5419138.1866,1447,00019200,2683.0,Kennedy Rd N at Edgemont Dr,,,,0,,,1,43.700032,-79.755547,Kennedy Rd N at Edgemont Dr,43.700032,-79.755547
-8878157.3029,5418943.1011,1448,00019210,2684.0,Kennedy Rd N at McCaul St,,,,0,,,1,43.698765,-79.753844,Kennedy Rd N at McCaul St,43.698765,-79.753844
-8878006.0197,5418786.8202,1449,00019220,2685.0,Kennedy Rd N at Church St E,,,,0,,,1,43.69775,-79.752485,Kennedy Rd N at Church St E,43.69775,-79.752485
-8877633.99,5418392.9731,1450,00019230,2686.0,Kennedy Rd S s/of Queen St E,,,,0,,,1,43.695192,-79.749143,Kennedy Rd S s/of Queen St E,43.695192,-79.749143
-8877375.3948,5418133.7022,1451,00019240,2687.0,Kennedy Rd S s/of Eastern Ave,,,,0,,,0,43.693508,-79.74682,Kennedy Rd S s/of Eastern Ave,43.693508,-79.74682
-8877203.0722,5417957.1127,1452,00019250,2689.0,Kennedy Rd S at Orenda Rd,,,,0,,,1,43.692361,-79.745272,Kennedy Rd S at Orenda Rd,43.692361,-79.745272
-8876841.2839,5417577.0025,1453,00019260,2690.0,Kennedy Rd S at Clarence St,,,,0,,,1,43.689892,-79.742022,Kennedy Rd S at Clarence St,43.689892,-79.742022
-8876552.1871,5417284.8102,1454,00019270,2691.0,Kennedy Rd S at Research Rd,,,,0,,,1,43.687994,-79.739425,Kennedy Rd S at Research Rd,43.687994,-79.739425
-8876379.8646,5417108.8527,1455,00019280,2692.0,Kennedy Rd S at Dean St,,,,0,,,1,43.686851,-79.737877,Kennedy Rd S at Dean St,43.686851,-79.737877
-8876100.7866,5416822.5248,1456,00019290,2693.0,Kennedy Rd S at Tullamore Crt (Tullamore Nursing),,,,0,,,0,43.684991,-79.73537,Kennedy Rd S at Tullamore Crt (Tullamore Nursing),43.684991,-79.73537
-8875908.4265,5416625.795,1457,00019300,2694.0,Kennedy Rd S s/of Tullamore Crt,,,,0,,,1,43.683713,-79.733642,Kennedy Rd S s/of Tullamore Crt,43.683713,-79.733642
-8875695.5837,5416404.5944,1458,00019310,2695.0,Kennedy Rd S at Chamney Crt,,,,0,,,1,43.682276,-79.73173,Kennedy Rd S at Chamney Crt,43.682276,-79.73173
-8875529.161,5416231.7322,1459,00019320,2696.0,Kennedy Rd s/of Chamney Crt,,,,0,,,1,43.681153,-79.730235,Kennedy Rd s/of Chamney Crt,43.681153,-79.730235
-8875171.9368,5415863.8529,1460,00019330,2697.0,Kennedy Rd S s/of Rambler Dr,,,,0,,,1,43.678763,-79.727026,Kennedy Rd S s/of Rambler Dr,43.678763,-79.727026
-8874953.7506,5415638.053,1461,00019340,2698.0,Kennedy Rd S at 365 Kennedy Rd S,,,,0,,,1,43.677296,-79.725066,Kennedy Rd S at 365 Kennedy Rd S,43.677296,-79.725066
-8874809.3692,5415486.1376,1462,00019350,2699.0,Kennedy Rd n/of Steeles Ave,,,,0,,,1,43.676309,-79.723769,Kennedy Rd n/of Steeles Ave,43.676309,-79.723769
-8874603.0942,5415272.352,1463,00019360,2700.0,Kennedy Rd S s/of Steeles Ave E,,,,0,,,1,43.67492,-79.721916,Kennedy Rd S s/of Steeles Ave E,43.67492,-79.721916
-8874185.0895,5414932.3678,1464,00019370,2701.0,Kennedy Rd S at Hartford Trail,,,,0,,,1,43.672711,-79.718161,Kennedy Rd S at Hartford Trail,43.672711,-79.718161
-8873745.1549,5414474.2015,1465,00019372,2702.0,Kennedy Rd S at Brampton Golf Club (7700 Kennedy),,,,0,,,0,43.669734,-79.714209,Kennedy Rd S at Brampton Golf Club (7700 Kennedy),43.669734,-79.714209
-8873478.5447,5414197.3428,1466,00019375,2703.0,Kennedy Rd S opp CAA Centre,,,,0,,,1,43.667935,-79.711814,Kennedy Rd S opp CAA Centre,43.667935,-79.711814
-8873390.9362,5414162.2551,1467,00019378,3875.0,Kennedy Rd at 7580 Kennedy Rd,,,,0,,,1,43.667707,-79.711027,Kennedy Rd at 7580 Kennedy Rd,43.667707,-79.711027
-8872188.4631,5412874.7221,1468,00019390,6109.0,Kennedy Rd S opp Secretariat Court,,,,0,,,1,43.65934,-79.700225,Kennedy Rd S opp Secretariat Court,43.65934,-79.700225
-8871488.8201,5412160.7857,1469,00019400,6110.0,Kennedy Rd S at Gibraltar Dr,,,,0,,,0,43.6547,-79.69394,Kennedy Rd S at Gibraltar Dr,43.6547,-79.69394
-8871200.28,5411853.2253,1470,00019410,6111.0,Kennedy Rd S at Admiral Blvd,,,,0,,,0,43.652701,-79.691348,Kennedy Rd S at Admiral Blvd,43.652701,-79.691348
-8870457.8903,5411093.0613,1471,00019420,6112.0,Kennedy Rd S at Courtneypark Dr E,,,,0,,,1,43.64776,-79.684679,Kennedy Rd S at Courtneypark Dr E,43.64776,-79.684679
-8870676.2991,5410666.9291,1472,00019440,6114.0,Courtneypark Dr e/of Innovator Dr,,,,0,,,1,43.64499,-79.686641,Courtneypark Dr e/of Innovator Dr,43.64499,-79.686641
-8870921.4247,5410231.8946,1473,00019450,6115.0,Courtneypark Dr btwn Innovator Dr and Edwards Bl,,,,0,,,1,43.642162,-79.688843,Courtneypark Dr btwn Innovator Dr and Edwards Bl,43.642162,-79.688843
-8871245.2531,5409828.4137,1474,00019455,6116.0,Courtneypark Dr at Edwards Blvd,,,,0,,,1,43.639539,-79.691752,Courtneypark Dr at Edwards Blvd,43.639539,-79.691752
-8871497.0578,5409522.1615,1475,00019470,6118.0,Courtneypark Dr E at Hurontario St,,,,0,,,1,43.637548,-79.694014,Courtneypark Dr E at Hurontario St,43.637548,-79.694014
-8871873.9855,5409863.3311,1476,00019490,6120.0,Hurontario St n/of Ambassador Dr,,,,0,,,1,43.639766,-79.6974,Hurontario St n/of Ambassador Dr,43.639766,-79.6974
-8872170.2067,5410165.749,1477,00019500,6121.0,Hurontario St n/of Superior Blvd,,,,0,,,1,43.641732,-79.700061,Hurontario St n/of Superior Blvd,43.641732,-79.700061
-8872516.633,5410520.1719,1478,00019510,6122.0,Hurontario St n/of Admiral Blvd,,,,0,,,1,43.644036,-79.703173,Hurontario St n/of Admiral Blvd,43.644036,-79.703173
-8872535.112,5411193.6745,1479,00019530,6124.0,Derry Rd at Edwards Blvd,,,,0,,,1,43.648414,-79.703339,Derry Rd at Edwards Blvd,43.648414,-79.703339
-8872241.1172,5411549.2138,1480,00019540,6125.0,Derry Rd btwn Edwards Blvd and  Kenderry Gate,,,,0,,,1,43.650725,-79.700698,Derry Rd btwn Edwards Blvd and  Kenderry Gate,43.650725,-79.700698
-8872090.168,5411757.3745,1481,00019550,6126.0,Derry Rd at Kenderry Gate,,,,0,,,1,43.652078,-79.699342,Derry Rd at Kenderry Gate,43.652078,-79.699342
-8871741.9606,5412467.4331,1482,00019560,6127.0,Kennedy Rd S n/of Derry Rd,,,,0,,,1,43.656693,-79.696214,Kennedy Rd S n/of Derry Rd,43.656693,-79.696214
-8872077.5889,5412811.0195,1483,00019565,6128.0,Kennedy Rd S at Secretariat Crt,,,,0,,,1,43.658926,-79.699229,Kennedy Rd S at Secretariat Crt,43.658926,-79.699229
-8871758.9925,5412428.0438,1484,00019567,6129.0,Kennedy Rd S n/of Derry Rd,,,,0,,,1,43.656437,-79.696367,Kennedy Rd S n/of Derry Rd,43.656437,-79.696367
-8873231.7494,5414004.2084,1485,00019570,2726.0,Kennedy Rd S at CAA Centre,,,,0,,,1,43.66668,-79.709597,Kennedy Rd S at CAA Centre,43.66668,-79.709597
-8873728.7909,5414511.1371,1486,00019575,2727.0,Kennedy Rd at 7725 Kennedy Rd,,,,0,,,1,43.669974,-79.714062,Kennedy Rd at 7725 Kennedy Rd,43.669974,-79.714062
-8874747.3642,5415473.9783,1487,00019610,2729.0,Kennedy Rd S n/of Steeles Ave E,,,,0,,,1,43.67623,-79.723212,Kennedy Rd S n/of Steeles Ave E,43.67623,-79.723212
-8874972.8975,5415706.0848,1488,00019620,2730.0,Kennedy Rd S at 370 Kennedy Rd S,,,,0,,,1,43.677738,-79.725238,Kennedy Rd S at 370 Kennedy Rd S,43.677738,-79.725238
-8875171.1575,5415903.8725,1489,00019630,2731.0,Kennedy Rd opp Rambler Dr,,,,0,,,1,43.679023,-79.727019,Kennedy Rd opp Rambler Dr,43.679023,-79.727019
-8875458.6958,5416200.6389,1490,00019640,2732.0,Kennedy Rd S n/of Rambler Dr,,,,0,,,1,43.680951,-79.729602,Kennedy Rd S n/of Rambler Dr,43.680951,-79.729602
-8875634.024,5416382.1206,1491,00019650,2733.0,Kennedy Rd S at Glidden Rd,,,,0,,,1,43.68213,-79.731177,Kennedy Rd S at Glidden Rd,43.68213,-79.731177
-8875931.1357,5416689.216,1492,00019660,2734.0,Kennedy Rd S opp Tullamore Rd,,,,0,,,1,43.684125,-79.733846,Kennedy Rd S opp Tullamore Rd,43.684125,-79.733846
-8876147.2068,5416910.2695,1493,00019670,2735.0,Kennedy Rd S at Stafford Dr,,,,0,,,1,43.685561,-79.735787,Kennedy Rd S at Stafford Dr,43.685561,-79.735787
-8876362.944,5417133.0216,1494,00019680,2736.0,Kennedy Rd S opp Dean St (at 110 Kennedy Rd ),,,,0,,,1,43.687008,-79.737725,Kennedy Rd S opp Dean St (at 110 Kennedy Rd ),43.687008,-79.737725
-8876495.3029,5417271.263,1495,00019690,2737.0,Kennedy Rd S opp Research Rd (at 90 Kennedy Rd ),,,,0,,,1,43.687906,-79.738914,Kennedy Rd S opp Research Rd (at 90 Kennedy Rd ),43.687906,-79.738914
-8876738.3133,5417522.3504,1496,00019700,2738.0,Kennedy Rd S at Clarence St,,,,0,,,1,43.689537,-79.741097,Kennedy Rd S at Clarence St,43.689537,-79.741097
-8877396.1002,5418200.0588,1497,00019720,2740.0,Kennedy Rd S at Eastern Ave,,,,0,,,0,43.693939,-79.747006,Kennedy Rd S at Eastern Ave,43.693939,-79.747006
-8877595.5847,5418416.3756,1498,00019730,2741.0,Kennedy Rd S at Queen St E,,,,0,,,1,43.695344,-79.748798,Kennedy Rd S at Queen St E,43.695344,-79.748798
-8877944.6827,5418768.1898,1499,00019740,2742.0,Kennedy Rd N opp Church St,,,,0,,,1,43.697629,-79.751934,Kennedy Rd N opp Church St,43.697629,-79.751934
-8878333.299,5419174.9869,1500,00019750,2743.0,Kennedy Rd N opp Edgemont Dr,,,,0,,,1,43.700271,-79.755425,Kennedy Rd N opp Edgemont Dr,43.700271,-79.755425
-8878523.0987,5419373.1569,1501,00019760,2744.0,Kennedy Rd N at Centennial Mall,,,,0,,,1,43.701558,-79.75713,Kennedy Rd N at Centennial Mall,43.701558,-79.75713
-8878769.7827,5419623.8395,1502,00019770,2745.0,Kennedy Rd N at Vodden St E,,,,0,,,1,43.703186,-79.759346,Kennedy Rd N at Vodden St E,43.703186,-79.759346
-8879163.7424,5420028.8264,1503,00019780,2746.0,Kennedy Rd N at Townsend Gate,,,,0,,,1,43.705816,-79.762885,Kennedy Rd N at Townsend Gate,43.705816,-79.762885
-8879540.1136,5420419.9713,1504,00019790,2747.0,Kennedy Rd N at Williams Pky E,,,,0,,,1,43.708356,-79.766266,Kennedy Rd N at Williams Pky E,43.708356,-79.766266
-8879782.4561,5420661.1343,1505,00019800,2748.0,Kennedy Rd N n/of Williams Pky E,,,,0,,,1,43.709922,-79.768443,Kennedy Rd N n/of Williams Pky E,43.709922,-79.768443
-8880022.5723,5420920.0142,1506,00019810,2749.0,Kennedy Rd N at Rutherford Rd N,,,,0,,,1,43.711603,-79.7706,Kennedy Rd N at Rutherford Rd N,43.711603,-79.7706
-8880316.0105,5421209.7034,1507,00019820,2750.0,Kennedy Rd N btwn Rutherford Rd N & Bovaird Dr E,,,,0,,,1,43.713484,-79.773236,Kennedy Rd N btwn Rutherford Rd N & Bovaird Dr E,43.713484,-79.773236
-8880621.3598,5421544.3743,1508,00019830,2751.0,Kennedy Rd N at Bovaird Dr E,,,,0,,,1,43.715657,-79.775979,Kennedy Rd N at Bovaird Dr E,43.715657,-79.775979
-8881163.8197,5422084.8326,1509,00019840,2752.0,Kennedy Rd N at Notre Dame Ave,,,,0,,,1,43.719166,-79.780852,Kennedy Rd N at Notre Dame Ave,43.719166,-79.780852
-8881475.069,5422396.8928,1510,00019850,2753.0,Kennedy Rd N btwn Notre Dame Ave & Cochrane Ave,,,,0,,,1,43.721192,-79.783648,Kennedy Rd N btwn Notre Dame Ave & Cochrane Ave,43.721192,-79.783648
-8881716.7436,5422647.6575,1511,00019860,2754.0,Kennedy Rd N at Cochrane Ave,,,,0,,,1,43.72282,-79.785819,Kennedy Rd N at Cochrane Ave,43.72282,-79.785819
-8881913.4451,5422848.5207,1512,00019870,2755.0,Kennedy Rd N at Heart Lake Medical,,,,0,,,1,43.724124,-79.787586,Kennedy Rd N at Heart Lake Medical,43.724124,-79.787586
