,U_NAME,ID,V_ID,ROUTE_ID,TRIP_ID,TRIP_TYPE,DST_BTW_STPS,CUR_STP_ID,CUR_STP_NM,CUR_STP_LAT,CUR_STP_LONG,CUR_STP_TIME,SEGMENT_NAME,AVG_DIR,NXT_STP_ID,NXT_STP_NAME,NXT_STP_LAT,NXT_STP_LONG,NXT_STP_TIME
5348,32_501-344_23864654-240304-MULTI-Saturday-01_56,32,1578,501-344,23864654-240304-MULTI-Saturday-01,Saturday,0.8011180149757278,50118.0,Gateway - Zum Queen Station Stop EB,43.73838,-79.701478,1712457597.5353007,Gateway - Zum Queen Station Stop EB -- TO -- Airport Road - Zum Queen Station Stop EB,50,50120,Airport Road - Zum Queen Station Stop EB,43.743893,-79.695058,1712457746.8123443
5349,32_501-344_23864654-240304-MULTI-Saturday-01_56,32,1578,501-344,23864654-240304-MULTI-Saturday-01,Saturday,1.416572760605728,50120.0,Airport Road - Zum Queen Station Stop EB,43.743893,-79.695058,1712457746.8123443,Airport Road - Zum Queen Station Stop EB -- TO -- Goreway - Zum Queen Station Stop EB,50,50122,Goreway - Zum Queen Station Stop EB,43.753586,-79.683614,1712457767.6362576
5350,32_501-344_23864654-240304-MULTI-Saturday-01_56,32,1578,501-344,23864654-240304-MULTI-Saturday-01,Saturday,3.747656582821915,50122.0,Goreway - Zum Queen Station Stop EB,43.753586,-79.683614,1712457767.6362576,Goreway - Zum Queen Station Stop EB -- TO -- Highway 7 w/of Gibraltar Rd,50,18102902,Highway 7 w/of Gibraltar Rd,43.768313,-79.641639,1712458190.989942
5351,32_501-344_23864654-240304-MULTI-Saturday-01_56,32,1578,501-344,23864654-240304-MULTI-Saturday-01,Saturday,2.0040187524268553,18102902.0,Highway 7 w/of Gibraltar Rd,43.768313,-79.641639,1712458190.989942,Highway 7 w/of Gibraltar Rd -- TO -- Hwy 7 e/of Hwy 27,50,20390,Hwy 7 e/of Hwy 27,43.773906,-79.617913,1712458448.183133
5353,32_501-344_23864655-240304-MULTI-Saturday-01_248,32,1578,501-344,23864655-240304-MULTI-Saturday-01,Saturday,7.736258544131973,18010827.0,Hwy 7 at (WB) Vaughan Metropolitan Centre Station,43.793486,-79.527994,1712452872.411482,Hwy 7 at (WB) Vaughan Metropolitan Centre Station -- TO -- Hwy 7 e/of Hwy 27,-107,21060,Hwy 7 e/of Hwy 27,43.773557,-79.620324,1712453991.5518982
5355,32_501-344_23864674-240304-MULTI-Saturday-01_60,32,1291,501-344,23864674-240304-MULTI-Saturday-01,Saturday,2.775519356558625,50104.0,Kennedy - Zum Queen Station Stop EB,43.695967,-79.748863,1712458606.8230712,Kennedy - Zum Queen Station Stop EB -- TO -- Dixie - Zum Queen Station Stop EB,46,50110,Dixie - Zum Queen Station Stop EB,43.715382,-79.727162,1712458857.5017662
5357,32_501-344_23864675-240304-MULTI-Saturday-01_241,32,1291,501-344,23864675-240304-MULTI-Saturday-01,Saturday,0.5376355119637548,18010827.0,Hwy 7 at (WB) Vaughan Metropolitan Centre Station,43.793486,-79.527994,1712454926.4629893,Hwy 7 at (WB) Vaughan Metropolitan Centre Station -- TO -- Hwy 7 at (WB) Commerce Station,-129,20510,Hwy 7 at (WB) Commerce Station,43.792083,-79.534404,1712454811.4583557
5358,32_501-344_23864675-240304-MULTI-Saturday-01_241,32,1291,501-344,23864675-240304-MULTI-Saturday-01,Saturday,9.6604232640641,20510.0,Hwy 7 at (WB) Commerce Station,43.792083,-79.534404,1712454811.4583557,Hwy 7 at (WB) Commerce Station -- TO -- Queen St & Highway 50 - WB,-129,50150,Queen St & Highway 50 - WB,43.767099,-79.64965,1712456245.3286748
5359,32_501-344_23864675-240304-MULTI-Saturday-01_241,32,1291,501-344,23864675-240304-MULTI-Saturday-01,Saturday,3.3150916094891003,50150.0,Queen St & Highway 50 - WB,43.767099,-79.64965,1712456245.3286748,Queen St & Highway 50 - WB -- TO -- Goreway - Zum Queen Station Stop WB,-129,50156,Goreway - Zum Queen Station Stop WB,43.752459,-79.685609,1712456687.4591033
5360,32_501-344_23864675-240304-MULTI-Saturday-01_241,32,1291,501-344,23864675-240304-MULTI-Saturday-01,Saturday,1.3905773795989478,50156.0,Goreway - Zum Queen Station Stop WB,43.752459,-79.685609,1712456687.4591033,Goreway - Zum Queen Station Stop WB -- TO -- Airport Road - Zum Queen Station Stop WB,-129,50158,Airport Road - Zum Queen Station Stop WB,43.742944,-79.696843,1712456779.0839326
5361,32_501-344_23864675-240304-MULTI-Saturday-01_241,32,1291,501-344,23864675-240304-MULTI-Saturday-01,Saturday,1.3821664166374281,50158.0,Airport Road - Zum Queen Station Stop WB,43.742944,-79.696843,1712456779.0839326,Airport Road - Zum Queen Station Stop WB -- TO -- Torbram - Zum Queen Station Stop WB,-129,50162,Torbram - Zum Queen Station Stop WB,43.733374,-79.707822,1712457178.6143744
5362,32_501-344_23864675-240304-MULTI-Saturday-01_241,32,1291,501-344,23864675-240304-MULTI-Saturday-01,Saturday,2.7164909457851922,50162.0,Torbram - Zum Queen Station Stop WB,43.733374,-79.707822,1712457178.6143744,Torbram - Zum Queen Station Stop WB -- TO -- Dixie - Zum Queen Station Stop WB,-129,50168,Dixie - Zum Queen Station Stop WB,43.714308,-79.728958,1712457482.4515402
5363,32_501-344_23864675-240304-MULTI-Saturday-01_241,32,1291,501-344,23864675-240304-MULTI-Saturday-01,Saturday,0.8166899881409159,50168.0,Dixie - Zum Queen Station Stop WB,43.714308,-79.728958,1712457482.4515402,Dixie - Zum Queen Station Stop WB -- TO -- Laurelcrest - Zum Queen Station Stop WB,-129,50170,Laurelcrest - Zum Queen Station Stop WB,43.70858,-79.735318,1712457594.3403604
5364,32_501-344_23864675-240304-MULTI-Saturday-01_241,32,1291,501-344,23864675-240304-MULTI-Saturday-01,Saturday,1.8848699898246162,50170.0,Laurelcrest - Zum Queen Station Stop WB,43.70858,-79.735318,1712457594.3403604,Laurelcrest - Zum Queen Station Stop WB -- TO -- Kennedy - Zum Queen Station Stop WB,-129,50174,Kennedy - Zum Queen Station Stop WB,43.695367,-79.750006,1712457981.3936298
5366,32_501-344_23864743-240304-MULTI-Saturday-01_245,32,2075,501-344,23864743-240304-MULTI-Saturday-01,Saturday,0.5376355119637548,18010827.0,Hwy 7 at (WB) Vaughan Metropolitan Centre Station,43.793486,-79.527994,1712450939.7901056,Hwy 7 at (WB) Vaughan Metropolitan Centre Station -- TO -- Hwy 7 at (WB) Commerce Station,-117,20510,Hwy 7 at (WB) Commerce Station,43.792083,-79.534404,1712450962.001579
5367,32_501-344_23864743-240304-MULTI-Saturday-01_245,32,2075,501-344,23864743-240304-MULTI-Saturday-01,Saturday,4.661650687416742,20510.0,Hwy 7 at (WB) Commerce Station,43.792083,-79.534404,1712450962.001579,Hwy 7 at (WB) Commerce Station -- TO -- Hwy 7 at Islington Ave,-117,21010,Hwy 7 at Islington Ave,43.780548,-79.590234,1712451461.3684127
5368,32_501-344_23864743-240304-MULTI-Saturday-01_245,32,2075,501-344,23864743-240304-MULTI-Saturday-01,Saturday,0.5765924557483452,21010.0,Hwy 7 at Islington Ave,43.780548,-79.590234,1712451461.3684127,Hwy 7 at Islington Ave -- TO -- Hwy 7 w/of Kipling Ave,-117,21020,Hwy 7 w/of Kipling Ave,43.778903,-79.597045,1712451702.5400884
5369,32_501-344_23864743-240304-MULTI-Saturday-01_245,32,2075,501-344,23864743-240304-MULTI-Saturday-01,Saturday,1.0287691509428214,21020.0,Hwy 7 w/of Kipling Ave,43.778903,-79.597045,1712451702.5400884,Hwy 7 w/of Kipling Ave -- TO -- Hwy 7 at Martin Grove Rd,-117,21040,Hwy 7 at Martin Grove Rd,43.776036,-79.609228,1712451715.2712808
5370,32_501-344_23864743-240304-MULTI-Saturday-01_245,32,2075,501-344,23864743-240304-MULTI-Saturday-01,Saturday,2.6962711388174156,21040.0,Hwy 7 at Martin Grove Rd,43.776036,-79.609228,1712451715.2712808,Hwy 7 at Martin Grove Rd -- TO -- Highway 7 e/of New Huntington Rd,-117,18102903,Highway 7 e/of New Huntington Rd,43.768719,-79.641243,1712452027.2700517
5371,32_501-344_23864743-240304-MULTI-Saturday-01_245,32,2075,501-344,23864743-240304-MULTI-Saturday-01,Saturday,0.6986954365117302,18102903.0,Highway 7 e/of New Huntington Rd,43.768719,-79.641243,1712452027.2700517,Highway 7 e/of New Huntington Rd -- TO -- Queen St & Highway 50 - WB,-117,50150,Queen St & Highway 50 - WB,43.767099,-79.64965,1712451991.1482763
5372,32_501-344_23864743-240304-MULTI-Saturday-01_245,32,2075,501-344,23864743-240304-MULTI-Saturday-01,Saturday,6.783349931531342,50150.0,Queen St & Highway 50 - WB,43.767099,-79.64965,1712451991.1482763,Queen St & Highway 50 - WB -- TO -- Glenvale - Zum Queen Station Stop WB,-117,50164,Glenvale - Zum Queen Station Stop WB,43.727724,-79.714151,1712453367.4068706
5373,32_501-344_23864743-240304-MULTI-Saturday-01_245,32,2075,501-344,23864743-240304-MULTI-Saturday-01,Saturday,2.724920397089278,50164.0,Glenvale - Zum Queen Station Stop WB,43.727724,-79.714151,1712453367.4068706,Glenvale - Zum Queen Station Stop WB -- TO -- Laurelcrest - Zum Queen Station Stop WB,-117,50170,Laurelcrest - Zum Queen Station Stop WB,43.70858,-79.735318,1712453710.0733457
5376,32_6-344_23864623-240304-MULTI-Saturday-01_73,32,630,6-344,23864623-240304-MULTI-Saturday-01,Saturday,0.5237452514392936,17103024.0,Creditview Rd n/of Lagerfeld Dr,43.672636,-79.827561,1712446376.9282973,Creditview Rd n/of Lagerfeld Dr -- TO -- James Potter Rd btwn Bovaird Dr and Ashby Field Rd,78,17103026,James Potter Rd btwn Bovaird Dr and Ashby Field Rd,43.669596,-79.822587,1712446403.894043
5377,32_6-344_23864623-240304-MULTI-Saturday-01_73,32,630,6-344,23864623-240304-MULTI-Saturday-01,Saturday,1.3623704267205667,17103026.0,James Potter Rd btwn Bovaird Dr and Ashby Field Rd,43.669596,-79.822587,1712446403.894043,James Potter Rd btwn Bovaird Dr and Ashby Field Rd -- TO -- James Potter Rd at Williams Pky E,78,44350,James Potter Rd at Williams Pky E,43.674176,-79.806876,1712446717.1084273
5378,32_6-344_23864623-240304-MULTI-Saturday-01_73,32,630,6-344,23864623-240304-MULTI-Saturday-01,Saturday,7.633280061736349,44350.0,James Potter Rd at Williams Pky E,43.674176,-79.806876,1712446717.1084273,James Potter Rd at Williams Pky E -- TO -- Mavis Rd s/of Knotty Pines Grove,78,15090716,Mavis Rd s/of Knotty Pines Grove,43.636751,-79.727334,1712447747.3727288
5379,32_6-344_23864623-240304-MULTI-Saturday-01_73,32,630,6-344,23864623-240304-MULTI-Saturday-01,Saturday,0.6390571632362836,15090716.0,Mavis Rd s/of Knotty Pines Grove,43.636751,-79.727334,1712447747.3727288,Mavis Rd s/of Knotty Pines Grove -- TO -- Derry Rd e/of Mavis Rd,78,15090739,Derry Rd e/of Mavis Rd,43.633009,-79.721307,1712447913.2582831
5380,32_6-344_23864623-240304-MULTI-Saturday-01_73,32,630,6-344,23864623-240304-MULTI-Saturday-01,Saturday,0.897707306210631,15090739.0,Derry Rd e/of Mavis Rd,43.633009,-79.721307,1712447913.2582831,Derry Rd e/of Mavis Rd -- TO -- Derry Rd w/of St. Barbara Blvd,78,15090740,Derry Rd w/of St. Barbara Blvd,43.63901,-79.713845,1712447959.9107316
5381,32_6-344_23864623-240304-MULTI-Saturday-01_73,32,630,6-344,23864623-240304-MULTI-Saturday-01,Saturday,0.588183226426336,15090740.0,Derry Rd w/of St. Barbara Blvd,43.63901,-79.713845,1712447959.9107316,Derry Rd w/of St. Barbara Blvd -- TO -- Derry Rd w/of Maritz Dr,78,15090719,Derry Rd w/of Maritz Dr,43.643129,-79.709259,1712448060.4220705
5383,32_8-344_23864794-240304-MULTI-Saturday-01_260,32,1906,8-344,23864794-240304-MULTI-Saturday-01,Saturday,2.6390626068137797,23150.0,Peel Centre Dr at Region of Peel Bldg.,43.71855,-79.722318,1712445113.6174536,Peel Centre Dr at Region of Peel Bldg. -- TO -- Rutherford Rd N at Herkley Dr,-96,23220,Rutherford Rd N at Herkley Dr,43.706221,-79.750375,1712445723.4903152
5385,32_8-344_23864795-240304-MULTI-Saturday-01_285,32,905,8-344,23864795-240304-MULTI-Saturday-01,Saturday,0.34620207681640147,22620.0,Bartley Bull Pkwy e/of Main St,43.66786,-79.734793,1712445281.818474,Bartley Bull Pkwy e/of Main St -- TO -- Bartley Bull Pky at Golf View Dr,-8,22640,Bartley Bull Pky at Golf View Dr,43.670382,-79.732269,1712445339.81313
5386,32_8-344_23864795-240304-MULTI-Saturday-01_285,32,905,8-344,23864795-240304-MULTI-Saturday-01,Saturday,0.850197763085292,22640.0,Bartley Bull Pky at Golf View Dr,43.670382,-79.732269,1712445339.81313,Bartley Bull Pky at Golf View Dr -- TO -- Bartley Bull Pky at Rambler Dr,-8,22680,Bartley Bull Pky at Rambler Dr,43.677577,-79.728692,1712445545.4109542
5387,32_8-344_23864795-240304-MULTI-Saturday-01_285,32,905,8-344,23864795-240304-MULTI-Saturday-01,Saturday,0.2971440707132558,22680.0,Bartley Bull Pky at Rambler Dr,43.677577,-79.728692,1712445545.4109542,Bartley Bull Pky at Rambler Dr -- TO -- Bartley Bull Pky s/of Robert Cres,-8,22690,Bartley Bull Pky s/of Robert Cres,43.679334,-79.731476,1712445581.2366562
5389,33_11-344_23865332-240304-MULTI-Saturday-01_72,33,826,11-344,23865332-240304-MULTI-Saturday-01,Saturday,2.806352261381125,469.0,Winston Churchill - Zum Steeles Station Stop EB,43.608098,-79.796937,1712454785.614814,Winston Churchill - Zum Steeles Station Stop EB -- TO -- Mississauga Road - Zum Steeles Station Stop EB,59,470,Mississauga Road - Zum Steeles Station Stop EB,43.62782,-79.775184,1712455284.036351
5390,33_11-344_23865332-240304-MULTI-Saturday-01_72,33,826,11-344,23865332-240304-MULTI-Saturday-01,Saturday,1.6976748838213833,470.0,Mississauga Road - Zum Steeles Station Stop EB,43.62782,-79.775184,1712455284.036351,Mississauga Road - Zum Steeles Station Stop EB -- TO -- Steeles Ave W at Churchville Rd,59,510,Steeles Ave W at Churchville Rd,43.639747,-79.762015,1712455240.7010725
5391,33_11-344_23865332-240304-MULTI-Saturday-01_72,33,826,11-344,23865332-240304-MULTI-Saturday-01,Saturday,0.2691886216991407,510.0,Steeles Ave W at Churchville Rd,43.639747,-79.762015,1712455240.7010725,Steeles Ave W at Churchville Rd -- TO -- Steeles Ave opp Polonia Ave,59,15110204,Steeles Ave opp Polonia Ave,43.641643,-79.759935,1712455506.4573004
5392,33_11-344_23865332-240304-MULTI-Saturday-01_72,33,826,11-344,23865332-240304-MULTI-Saturday-01,Saturday,0.5220346969695236,15110204.0,Steeles Ave opp Polonia Ave,43.641643,-79.759935,1712455506.4573004,Steeles Ave opp Polonia Ave -- TO -- Steeles Ave btwn Clementine Dr and Mavis Rd,59,535,Steeles Ave btwn Clementine Dr and Mavis Rd,43.645282,-79.755836,1712455532.9830916
5393,33_11-344_23865332-240304-MULTI-Saturday-01_72,33,826,11-344,23865332-240304-MULTI-Saturday-01,Saturday,0.29426965789097637,535.0,Steeles Ave btwn Clementine Dr and Mavis Rd,43.645282,-79.755836,1712455532.9830916,Steeles Ave btwn Clementine Dr and Mavis Rd -- TO -- Mavis - Zum Steeles Station Stop EB,59,540,Mavis - Zum Steeles Station Stop EB,43.647339,-79.753535,1712455657.4122229
5394,33_11-344_23865332-240304-MULTI-Saturday-01_72,33,826,11-344,23865332-240304-MULTI-Saturday-01,Saturday,0.8422113202528001,540.0,Mavis - Zum Steeles Station Stop EB,43.647339,-79.753535,1712455657.4122229,Mavis - Zum Steeles Station Stop EB -- TO -- Steeles Ave W at Windmill Blvd,59,550,Steeles Ave W at Windmill Blvd,43.653268,-79.747021,1712455772.3768055
5395,33_11-344_23865332-240304-MULTI-Saturday-01_72,33,826,11-344,23865332-240304-MULTI-Saturday-01,Saturday,0.39617391856524514,550.0,Steeles Ave W at Windmill Blvd,43.653268,-79.747021,1712455772.3768055,Steeles Ave W at Windmill Blvd -- TO -- Steeles Ave W at McLaughlin Rd S,59,560,Steeles Ave W at McLaughlin Rd S,43.656006,-79.74387,1712455917.1660585
5396,33_11-344_23865332-240304-MULTI-Saturday-01_72,33,826,11-344,23865332-240304-MULTI-Saturday-01,Saturday,0.23023025115105347,560.0,Steeles Ave W at McLaughlin Rd S,43.656006,-79.74387,1712455917.1660585,Steeles Ave W at McLaughlin Rd S -- TO -- Sheridan College,59,15033002,Sheridan College,43.656126,-79.741013,1712455983.724523
5397,33_11-344_23865332-240304-MULTI-Saturday-01_72,33,826,11-344,23865332-240304-MULTI-Saturday-01,Saturday,0.23023025115105347,15033002.0,Steeles Ave W at McLaughlin Rd S,43.656006,-79.74387,1712455983.724523,Steeles Ave W at McLaughlin Rd S -- TO -- Sheridan College,59,8510,Sheridan College,43.656126,-79.741013,1712456204.7288218
5398,33_11-344_23865332-240304-MULTI-Saturday-01_72,33,826,11-344,23865332-240304-MULTI-Saturday-01,Saturday,1.9036187122743904,8510.0,Sheridan College,43.656126,-79.741013,1712456204.7288218,Sheridan College -- TO -- Steeles Ave E btwn Hurontario St & Hartford Tr,59,610,Steeles Ave E btwn Hurontario St & Hartford Tr,43.670455,-79.728063,1712456680.95596
5399,33_11-344_23865332-240304-MULTI-Saturday-01_72,33,826,11-344,23865332-240304-MULTI-Saturday-01,Saturday,2.896559213470634,610.0,Steeles Ave E btwn Hurontario St & Hartford Tr,43.670455,-79.728063,1712456680.95596,Steeles Ave E btwn Hurontario St & Hartford Tr -- TO -- Tomken - Zum Steeles Station Stop EB,59,51104,Tomken - Zum Steeles Station Stop EB,43.690866,-79.705683,1712457120.1217296
5400,33_11-344_23865332-240304-MULTI-Saturday-01_72,33,826,11-344,23865332-240304-MULTI-Saturday-01,Saturday,4.790098099096826,51104.0,Tomken - Zum Steeles Station Stop EB,43.690866,-79.705683,1712457120.1217296,Tomken - Zum Steeles Station Stop EB -- TO -- Airport Road - Zum Steeles Station Stop EB,59,51112,Airport Road - Zum Steeles Station Stop EB,43.724305,-79.668113,1712457897.6190288
5401,33_11-344_23865332-240304-MULTI-Saturday-01_72,33,826,11-344,23865332-240304-MULTI-Saturday-01,Saturday,1.218036337747365,51112.0,Airport Road - Zum Steeles Station Stop EB,43.724305,-79.668113,1712457897.6190288,Airport Road - Zum Steeles Station Stop EB -- TO -- Steeles Ave E at Goreway Dr,59,800,Steeles Ave E at Goreway Dr,43.732727,-79.65842,1712458140.2288294
5402,33_11-344_23865332-240304-MULTI-Saturday-01_72,33,826,11-344,23865332-240304-MULTI-Saturday-01,Saturday,3.241386658621456,800.0,Steeles Ave E at Goreway Dr,43.732727,-79.65842,1712458140.2288294,Steeles Ave E at Goreway Dr -- TO -- Humberline Dr at 310 Humberline Dr,59,17830,Humberline Dr at 310 Humberline Dr,43.740483,-79.619529,1712458606.768583
5403,33_11-344_23865332-240304-MULTI-Saturday-01_72,33,826,11-344,23865332-240304-MULTI-Saturday-01,Saturday,0.6603864786906586,17830.0,Humberline Dr at 310 Humberline Dr,43.740483,-79.619529,1712458606.768583,Humberline Dr at 310 Humberline Dr -- TO -- Finch Ave e/of Humberline Dr,59,17855,Finch Ave e/of Humberline Dr,43.734847,-79.616937,1712458871.1930068
5405,33_11-344_23865336-240304-MULTI-Saturday-01_219,33,1310,11-344,23865336-240304-MULTI-Saturday-01,Saturday,2.160612844721363,17869.0,Finch Ave e/of Woodbine Downs Blvd,43.73381,-79.606418,1712456263.9483361,Finch Ave e/of Woodbine Downs Blvd -- TO -- Longo Circle - Zum Steeles Stop,-124,1090,Longo Circle - Zum Steeles Stop,43.733379,-79.633303,1712456558.9790769
5406,33_11-344_23865336-240304-MULTI-Saturday-01_219,33,1310,11-344,23865336-240304-MULTI-Saturday-01,Saturday,0.41042724828703986,1090.0,Longo Circle - Zum Steeles Stop,43.733379,-79.633303,1712456558.9790769,Longo Circle - Zum Steeles Stop -- TO -- Finch Ave n/of Longo Circle,-124,1100,Finch Ave n/of Longo Circle,43.735845,-79.637104,1712456582.8638377
5407,33_11-344_23865336-240304-MULTI-Saturday-01_219,33,1310,11-344,23865336-240304-MULTI-Saturday-01,Saturday,0.9797243207627974,1100.0,Finch Ave n/of Longo Circle,43.735845,-79.637104,1712456582.8638377,Finch Ave n/of Longo Circle -- TO -- Kenview Blvd at 26 Kenview Blvd,-124,1120,Kenview Blvd at 26 Kenview Blvd,43.738123,-79.648884,1712456631.9329548
5408,33_11-344_23865336-240304-MULTI-Saturday-01_219,33,1310,11-344,23865336-240304-MULTI-Saturday-01,Saturday,0.48027085588880153,1120.0,Kenview Blvd at 26 Kenview Blvd,43.738123,-79.648884,1712456631.9329548,Kenview Blvd at 26 Kenview Blvd -- TO -- Kenview Blvd at Paget Rd,-124,1140,Kenview Blvd at Paget Rd,43.734285,-79.651626,1712456785.6559
5409,33_11-344_23865336-240304-MULTI-Saturday-01_219,33,1310,11-344,23865336-240304-MULTI-Saturday-01,Saturday,1.3607608512338354,1140.0,Kenview Blvd at Paget Rd,43.734285,-79.651626,1712456785.6559,Kenview Blvd at Paget Rd -- TO -- Steeles Ave E at Parkhurst Sq,-124,1180,Steeles Ave E at Parkhurst Sq,43.727176,-79.665411,1712456923.1667562
5410,33_11-344_23865336-240304-MULTI-Saturday-01_219,33,1310,11-344,23865336-240304-MULTI-Saturday-01,Saturday,0.5651882711489781,1180.0,Steeles Ave E at Parkhurst Sq,43.727176,-79.665411,1712456923.1667562,Steeles Ave E at Parkhurst Sq -- TO -- Airport Road - Zum Steeles Station Stop WB,-124,51113,Airport Road - Zum Steeles Station Stop WB,43.723292,-79.669948,1712456922.7709355
5411,33_11-344_23865336-240304-MULTI-Saturday-01_219,33,1310,11-344,23865336-240304-MULTI-Saturday-01,Saturday,2.4935618328333122,51113.0,Airport Road - Zum Steeles Station Stop WB,43.723292,-79.669948,1712456922.7709355,Airport Road - Zum Steeles Station Stop WB -- TO -- Steeles Ave at 1810 Steeles Ave,-124,22080102,Steeles Ave at 1810 Steeles Ave,43.705942,-79.689605,1712457485.7362018
5412,33_11-344_23865336-240304-MULTI-Saturday-01_219,33,1310,11-344,23865336-240304-MULTI-Saturday-01,Saturday,1.0850102113570967,22080102.0,Steeles Ave at 1810 Steeles Ave,43.705942,-79.689605,1712457485.7362018,Steeles Ave at 1810 Steeles Ave -- TO -- Steeles Ave w/of Advance Blvd,-124,1260,Steeles Ave w/of Advance Blvd,43.698202,-79.697824,1712457597.5279145
5413,33_11-344_23865336-240304-MULTI-Saturday-01_219,33,1310,11-344,23865336-240304-MULTI-Saturday-01,Saturday,2.559143508339998,1260.0,Steeles Ave w/of Advance Blvd,43.698202,-79.697824,1712457597.5279145,Steeles Ave w/of Advance Blvd -- TO -- Rutherford - Zum Steeles Station Stop WB,-124,51103,Rutherford - Zum Steeles Station Stop WB,43.680313,-79.717849,1712457868.5136087
5414,33_11-344_23865336-240304-MULTI-Saturday-01_219,33,1310,11-344,23865336-240304-MULTI-Saturday-01,Saturday,2.0418195741969964,51103.0,Rutherford - Zum Steeles Station Stop WB,43.680313,-79.717849,1712457868.5136087,Rutherford - Zum Steeles Station Stop WB -- TO -- Brampton Gateway Terminal,-124,30102,Brampton Gateway Terminal,43.666101,-79.733925,1712458510.6649537
5415,33_11-344_23865336-240304-MULTI-Saturday-01_219,33,1310,11-344,23865336-240304-MULTI-Saturday-01,Saturday,0.6291639378403902,30102.0,Brampton Gateway Terminal,43.666101,-79.733925,1712458510.6649537,Brampton Gateway Terminal -- TO -- McMurchy - Zum Steeles Station Stop WB,-124,8550,McMurchy - Zum Steeles Station Stop WB,43.661472,-79.738423,1712458597.6786332
5416,33_11-344_23865336-240304-MULTI-Saturday-01_219,33,1310,11-344,23865336-240304-MULTI-Saturday-01,Saturday,0.6299046296734679,8550.0,McMurchy - Zum Steeles Station Stop WB,43.661472,-79.738423,1712458597.6786332,McMurchy - Zum Steeles Station Stop WB -- TO -- Sheridan College,-124,15033001,Sheridan College,43.656126,-79.741013,1712458820.578659
5419,33_11-344_23865338-240304-MULTI-Saturday-01_45,33,1709,11-344,23865338-240304-MULTI-Saturday-01,Saturday,0.4831502544401814,51104.0,Tomken - Zum Steeles Station Stop EB,43.690866,-79.705683,1712455141.1507943,Tomken - Zum Steeles Station Stop EB -- TO -- Steeles Ave w/of Dixie Rd,51,680,Steeles Ave w/of Dixie Rd,43.694267,-79.701943,1712455367.557985
5422,33_11-344_23865341-240304-MULTI-Saturday-01_210,33,1709,11-344,23865341-240304-MULTI-Saturday-01,Saturday,6.685121634819961,51111.0,Torbram - Zum Steeles Station Stop WB,43.714029,-79.680455,1712458042.4530618,Torbram - Zum Steeles Station Stop WB -- TO -- Steeles Ave e/of Main St,-139,1360,Steeles Ave e/of Main St,43.667065,-79.732365,1712459416.8260145
5423,33_11-344_23865341-240304-MULTI-Saturday-01_210,33,1709,11-344,23865341-240304-MULTI-Saturday-01,Saturday,0.16503033723992044,1360.0,Steeles Ave e/of Main St,43.667065,-79.732365,1712459416.8260145,Steeles Ave e/of Main St -- TO -- Brampton Gateway Terminal,-139,30102,Brampton Gateway Terminal,43.666101,-79.733925,1712459479.7240057
5424,33_11-344_23865341-240304-MULTI-Saturday-01_210,33,1709,11-344,23865341-240304-MULTI-Saturday-01,Saturday,0.6291639378403902,30102.0,Brampton Gateway Terminal,43.666101,-79.733925,1712459479.7240057,Brampton Gateway Terminal -- TO -- McMurchy - Zum Steeles Station Stop WB,-139,8550,McMurchy - Zum Steeles Station Stop WB,43.661472,-79.738423,1712459730.5445006
5425,33_11-344_23865341-240304-MULTI-Saturday-01_210,33,1709,11-344,23865341-240304-MULTI-Saturday-01,Saturday,0.6299046296734679,8550.0,McMurchy - Zum Steeles Station Stop WB,43.661472,-79.738423,1712459730.5445006,McMurchy - Zum Steeles Station Stop WB -- TO -- Sheridan College,-139,15033001,Sheridan College,43.656126,-79.741013,1712459940.293335
5427,33_115-344_23865385-240304-MULTI-Saturday-01_207,33,1306,115-344,23865385-240304-MULTI-Saturday-01,Saturday,1.112865869159669,43011.0,Airport Rd s/of Hwy 409,43.686005,-79.609114,1712460358.814782,Airport Rd s/of Hwy 409 -- TO -- Airport Rd n/of American Dr,-53,43013,Airport Rd n/of American Dr,43.689592,-79.622035,1712460332.8256786
5428,33_115-344_23865385-240304-MULTI-Saturday-01_207,33,1306,115-344,23865385-240304-MULTI-Saturday-01,Saturday,0.3017741689832644,43013.0,Airport Rd s/of Hwy 409,43.689592,-79.622035,1712460332.8256786,Airport Rd s/of Hwy 409 -- TO -- Airport Rd n/of American Dr,-53,43015,Airport Rd n/of American Dr,43.691062,-79.62519,1712460428.4917307
5429,33_115-344_23865385-240304-MULTI-Saturday-01_207,33,1306,115-344,23865385-240304-MULTI-Saturday-01,Saturday,0.5886476661776944,43015.0,Airport Rd n/of American Dr,43.691062,-79.62519,1712460428.4917307,Airport Rd n/of American Dr -- TO -- Airport Rd at Orlando Rd,-53,43019,Airport Rd at Orlando Rd,43.694895,-79.63024,1712460477.8094766
5431,33_12-344_23865116-240304-MULTI-Saturday-01_173,33,914,12-344,23865116-240304-MULTI-Saturday-01,Saturday,0.3413345284842598,44900.0,Sunny Meadow btwn Mint Leaf Blvd & Larkspur Rd,43.756345,-79.75035,1712447116.7955747,Sunny Meadow btwn Mint Leaf Blvd & Larkspur Rd -- TO -- Sunny Meadow Blvd s/of Larkspur Rd,-2,10820,Sunny Meadow Blvd s/of Larkspur Rd,43.754982,-79.746542,1712447162.2068634
